"code","studysite","species","species_scientific_name","species_common_name","investigator","lon","lat","url","all_investigators"
"MEXI064","Sierra la Madera","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-102.358,27.038,"https://www.ncdc.noaa.gov/paleo/study/20857","Villanueva, J."
"MEXI065","Viga","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-100.372,25.238,"https://www.ncdc.noaa.gov/paleo/study/20858","Villanueva, J."
"MEXI066","Viga Pino Culminicola","PICU","Pinus culminicola Andresen et Beaman","Potosi Pinyon","Villanueva, J.",-100.549,25.362,"https://www.ncdc.noaa.gov/paleo/study/20859","Villanueva, J."
"MEXI067","Adjuntas","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Villanueva, J.",-104.259,25.078,"https://www.ncdc.noaa.gov/paleo/study/20860","Villanueva, J."
"MEXI068","San Andres","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-105.538,25.418,"https://www.ncdc.noaa.gov/paleo/study/20862","Villanueva, J."
"MEXI069","Arroyo Verde","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-106.074,25.053,"https://www.ncdc.noaa.gov/paleo/study/20863","Villanueva, J."
"MEXI070","Cerro Bandera","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-105.108,24.609,"https://www.ncdc.noaa.gov/paleo/study/20864","Villanueva, J."
"MEXI071","Bayas","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-104.841,23.453,"https://www.ncdc.noaa.gov/paleo/study/20866","Villanueva, J."
"MEXI072","Barrial de Guadalupe","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Villanueva, J.",-103.241,25.991,"https://www.ncdc.noaa.gov/paleo/study/20867","Villanueva, J."
"MEXI073","Brillante","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-105.437,23.661,"https://www.ncdc.noaa.gov/paleo/study/20868","Villanueva, J."
"MEXI074","Cerro Barajas","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-106.082,26.394,"https://www.ncdc.noaa.gov/paleo/study/20869","Villanueva, J."
"MEXI075","Chiqueros","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-106.343,26.183,"https://www.ncdc.noaa.gov/paleo/study/20870","Villanueva, J."
"MEXI076","Cerro Huehuento","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-105.738,25.076,"https://www.ncdc.noaa.gov/paleo/study/20871","Villanueva, J."
"MEXI077","Chavarria","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-105.588,23.756,"https://www.ncdc.noaa.gov/paleo/study/20872","Villanueva, J."
"MEXI078","El Cocono","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-106.356,25.951,"https://www.ncdc.noaa.gov/paleo/study/20873","Villanueva, J."
"MEXI079","Cuevecillas-Culebras","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-104.536,23.495,"https://www.ncdc.noaa.gov/paleo/study/20874","Villanueva, J."
"MEXI080","Fule Cuevecillas","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-106.383,25.15,"https://www.ncdc.noaa.gov/paleo/study/20875","Villanueva, J."
"MEXI081","Palmito","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Villanueva, J.",-104.099,25.059,"https://www.ncdc.noaa.gov/paleo/study/20876","Villanueva, J."
"MEXI082","Pitorreal","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-105.954,25.559,"https://www.ncdc.noaa.gov/paleo/study/20877","Villanueva, J."
"MEXI083","Puentecillas","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-105.919,24.318,"https://www.ncdc.noaa.gov/paleo/study/20878","Villanueva, J."
"MEXI084","La Michilia","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-104.096,23.398,"https://www.ncdc.noaa.gov/paleo/study/20880","Villanueva, J."
"MEXI085","Sierra del Nayar","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-105.041,23.541,"https://www.ncdc.noaa.gov/paleo/study/20881","Villanueva, J."
"MEXI086","Tarahumara","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-106.341,25.571,"https://www.ncdc.noaa.gov/paleo/study/20882","Villanueva, J."
"MEXI087","Jerecuaro","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Villanueva, J.",-100.525,20.144,"https://www.ncdc.noaa.gov/paleo/study/20891","Villanueva, J."
"MEXI088","Manuel Doblado","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Villanueva, J.",-101.884,20.654,"https://www.ncdc.noaa.gov/paleo/study/20893","Villanueva, J."
"MEXI089","Jaramillo","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-98.717,20.204,"https://www.ncdc.noaa.gov/paleo/study/20895","Villanueva, J."
"MEXI090","Atotonilco","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Villanueva, J.",-102.456,20.574,"https://www.ncdc.noaa.gov/paleo/study/20896","Villanueva, J."
"MEXI091","La Canada","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Villanueva, J.",-103.295,20.369,"https://www.ncdc.noaa.gov/paleo/study/20898","Villanueva, J."
"MEXI092","Tizapan","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Villanueva, J.",-103.048,20.094,"https://www.ncdc.noaa.gov/paleo/study/20899","Villanueva, J."
"MEXI093","La Chona","PICM","Pinus cembroides Zucc.","Mexican pinyon","Villanueva, J.",-100.116,24.729,"https://www.ncdc.noaa.gov/paleo/study/20900","Villanueva, J."
"MEXI094","Cerro Potosi 2","PIHR","Pinus hartwegii Lindl.","Mexican Mountain pine","Villanueva, J.",-100.234,25.875,"https://www.ncdc.noaa.gov/paleo/study/20901","Villanueva, J."
"MEXI095","Pena Nevada","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-99.841,23.817,"https://www.ncdc.noaa.gov/paleo/study/20902","Villanueva, J."
"MEXI096","Potosi Culminicola","PICU","Pinus culminicola Andresen et Beaman","Potosi Pinyon","Villanueva, J.",-100.231,24.87,"https://www.ncdc.noaa.gov/paleo/study/20903","Villanueva, J."
"MEXI097","Libres","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-97.779,19.519,"https://www.ncdc.noaa.gov/paleo/study/20905","Villanueva, J."
"MEXI098","Paso Nacional","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-97.323,19.13,"https://www.ncdc.noaa.gov/paleo/study/20906","Villanueva, J."
"MEXI099","Bacadehuachi","PIAZ","Pinus arizonica Engelm.","Arizona pine","Villanueva, J.",-107.078,29.947,"https://www.ncdc.noaa.gov/paleo/study/20907","Villanueva, J."
"MEXI100","Canada de Tepizila","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-97.893,19.554,"https://www.ncdc.noaa.gov/paleo/study/20908","Villanueva, J."
"MEXI101","La Caldera","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-97.917,19.532,"https://www.ncdc.noaa.gov/paleo/study/20909","Villanueva, J."
"MEXI102","Santa Maria de las Cuevas","PICM","Pinus cembroides Zucc.","Mexican pinyon","Villanueva, J.",-97.726,19.394,"https://www.ncdc.noaa.gov/paleo/study/20910","Villanueva, J."
"MEXI103","Parque Pico de Orizaba","PIHR","Pinus hartwegii Lindl.","Mexican Mountain pine","Villanueva, J.",-97.318,19.001,"https://www.ncdc.noaa.gov/paleo/study/20911","Villanueva, J."
"MEXI104","Jemez del Teul","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Villanueva, J.",-103.953,23.218,"https://www.ncdc.noaa.gov/paleo/study/20912","Villanueva, J."
"MEXI105","Sierra de la Laguna","PICM","Pinus cembroides Zucc.","Mexican pinyon","Villanueva, J.",-109.991,23.58,"https://www.ncdc.noaa.gov/paleo/study/20972","Villanueva, J."
"MEXI106","San Pedro Martir","ABCO","Abies concolor (Gordon) Lindl. ex Hildebr.","white fir","Meko, D.M.",-115.558,30.998,"https://www.ncdc.noaa.gov/paleo/study/20974","Meko, D.M.; Malevich, S.B.; Losleben, M.V.; Villanueva, J."
"MEXI107","San Pedro Martir","PIJE","Pinus jeffreyi Balf.","Jeffrey pine","Meko, D.M.",-115.558,30.998,"https://www.ncdc.noaa.gov/paleo/study/20975","Meko, D.M.; Malevich, S.B.; Losleben, M.V.; Villanueva, J."
"MEXI108","San Pedro Martir","PILA","Pinus lambertiana Douglas","sugar pine","Meko, D.M.",-115.558,30.998,"https://www.ncdc.noaa.gov/paleo/study/20976","Meko, D.M.; Malevich, S.B.; Losleben, M.V.; Villanueva, J."
"MEXI109","Tzimol","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Stahle, D.W.",-92.185,16.177,"https://www.ncdc.noaa.gov/paleo/study/20991","Stahle, D.W."
"MEXI110","Velo ne Novia","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Stahle, D.W.",-92.266,16.194,"https://www.ncdc.noaa.gov/paleo/study/20992","Stahle, D.W."
"MEXI111","Rio Azul","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Stahle, D.W.",-91.843,15.761,"https://www.ncdc.noaa.gov/paleo/study/20993","Stahle, D.W."
"MEXI112","Rio Lagartero","TAMU","Taxodium mucronatum Ten.","Montezuma cypress","Stahle, D.W.",-91.81,15.912,"https://www.ncdc.noaa.gov/paleo/study/20994","Stahle, D.W."
"RUSS247","Ak-ha","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",87.23,49.23,"https://www.ncdc.noaa.gov/paleo/study/20995","Myglan, V.S."
"RUSS248","Chind","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",87.02,49.2,"https://www.ncdc.noaa.gov/paleo/study/20996","Myglan, V.S."
"RUSS249","Derzik","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",95.31,51.58,"https://www.ncdc.noaa.gov/paleo/study/20998","Myglan, V.S."
"RUSS250","Jelo","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",87.5,49.51,"https://www.ncdc.noaa.gov/paleo/study/20999","Myglan, V.S."
"RUSS251","Kokcy","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",86.57,49.36,"https://www.ncdc.noaa.gov/paleo/study/21000","Myglan, V.S."
"RUSS252","Kolchan","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",91.28,50.36,"https://www.ncdc.noaa.gov/paleo/study/21001","Myglan, V.S."
"RUSS253","Kungur","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",96.39,50.2,"https://www.ncdc.noaa.gov/paleo/study/21002","Myglan, V.S."
"RUSS254","Mongun","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",89.59,50.24,"https://www.ncdc.noaa.gov/paleo/study/21003","Myglan, V.S."
"RUSS255","Sukor","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",88.17,50.07,"https://www.ncdc.noaa.gov/paleo/study/21004","Myglan, V.S."
"RUSS256","Tan","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",94.18,50.49,"https://www.ncdc.noaa.gov/paleo/study/21005","Myglan, V.S."
"RUSS257","Tara","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",88.14,49.39,"https://www.ncdc.noaa.gov/paleo/study/21006","Myglan, V.S."
"RUSS258","Taris","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",98.14,50.22,"https://www.ncdc.noaa.gov/paleo/study/21007","Myglan, V.S."
"RUSS259","Tute","LASI","Larix sibirica Ledeb. = Larix russica (Endl.) Sabine ex Trautv.","Siberian larch","Myglan, V.S.",87.54,50.04,"https://www.ncdc.noaa.gov/paleo/study/21008","Myglan, V.S."
"NEWZ117","Campbell Island","DRLO","Dracophyllum longifolium R.Br. ex Roem. & Schult.","Inaka","Palmer, J.G.",169.15,-52.566,"https://www.ncdc.noaa.gov/paleo/study/21591","Palmer, J.G.; Fenwick, P.; Turney, C.S.M."
"WV003","Fernow Experimental Forest","QUPR","Quercus prinus L.","chestnut oak","Adams, H.S.",-79.72,39.1,"https://www.ncdc.noaa.gov/paleo/study/2657","Adams, H.S.; Lawrence, D.M.; Muzika, R.; Stephenson, S."
"AZ556","Scheelite Canyon Huachuca Mountains","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Adams, R.K.",-110.35,31.45,"https://www.ncdc.noaa.gov/paleo/study/2658","Adams, R.K.; Baird, K.; Baxter, L.; Pedicino, L.; Scotti, K.; Tissescu, A."
"AZ559","Webb Peak LTRR 2001","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Adams, R.K.",-109.92,32.72,"https://www.ncdc.noaa.gov/paleo/study/2659","Adams, R.K."
"CANA005","Nain A+b","PCGL","Picea glauca (Moench) Voss","white spruce","Ames, M.H.",-62,56.55,"https://www.ncdc.noaa.gov/paleo/study/2662","Ames, M.H."
"SWED304","Sisshammer","PISY","Pinus sylvestris L.","Scots pine","Andreason, T.",18.35,59.22,"https://www.ncdc.noaa.gov/paleo/study/2663","Andreason, T."
"CANA106","Lac Duparquet","THOC","Thuja occidentalis L.","northern white-cedar","Archambault, S.",-79.28,48.47,"https://www.ncdc.noaa.gov/paleo/study/2664","Archambault, S.; Bergeron, Y."
"NEWZ052","Rata Creek","NOSO","Nothofagus solanderi (Hook f.) Oerst.","mountain beech","Aston, P.F.",171.8,-43.15,"https://www.ncdc.noaa.gov/paleo/study/2665","Aston, P.F."
"SWED305","Bjorbo","PISY","Pinus sylvestris L.","Scots pine","Axelson, T.",14.73,60.45,"https://www.ncdc.noaa.gov/paleo/study/2667","Axelson, T."
"SWED307","Lerbäck, Askersund","PISY","Pinus sylvestris L.","Scots pine","Axelson, T.",15.03,58.95,"https://www.ncdc.noaa.gov/paleo/study/2668","Axelson, T."
"BRIT6","Belfast","QUSP","Quercus spp. L.","oak","Baillie, M.G.L.",-7,54,"https://www.ncdc.noaa.gov/paleo/study/2669","Baillie, M.G.L."
"BRIT043","Caledon Demesne","QUSP","Quercus spp. L.","oak","Baillie, M.G.L.",-6.85,54.35,"https://www.ncdc.noaa.gov/paleo/study/2670","Baillie, M.G.L.; Brown, D.M."
"BRIT044","Castle Coole","QUSP","Quercus spp. L.","oak","Baillie, M.G.L.",-7.6,54.33,"https://www.ncdc.noaa.gov/paleo/study/2671","Baillie, M.G.L.; Pilcher, J.R."
"BRIT040","Garryland Wood","QUSP","Quercus spp. L.","oak","Baillie, M.G.L.",-8.87,53.13,"https://www.ncdc.noaa.gov/paleo/study/2672","Baillie, M.G.L.; Brown, D.M."
"BRIT008","Lockwood","QUSP","Quercus spp. L.","oak","Baillie, M.G.L.",-3.43,55.27,"https://www.ncdc.noaa.gov/paleo/study/2673","Baillie, M.G.L."
"BRIT7","Raemills","QURO","Quercus robur L. = Quercus pendunculata Ehrl.","English oak","Baillie, M.G.L.",-3.5,55.33,"https://www.ncdc.noaa.gov/paleo/study/2674","Baillie, M.G.L."
"BRIT042","Shanes Castle","QUSP","Quercus spp. L.","oak","Baillie, M.G.L.",-6.27,54.73,"https://www.ncdc.noaa.gov/paleo/study/2675","Baillie, M.G.L.; Pilcher, J.R."
"NC1","Hampton Hills","QUAL","Quercus alba L.","white oak","Barefoot, A.C.",-78.68,35.82,"https://www.ncdc.noaa.gov/paleo/study/2677","Barefoot, A.C."
"NC2","Jeffries Smokehouse","PIPA","Pinus palustris Mill.","longleaf pine","Barefoot, A.C.",-78.42,35.97,"https://www.ncdc.noaa.gov/paleo/study/2678","Barefoot, A.C."
"NC4","Kit Springs Branch  Nantahala","TSCA","Tsuga canadensis (L.) Carr.","eastern hemlock","Barefoot, A.C.",-83.93,35.28,"https://www.ncdc.noaa.gov/paleo/study/2680","Barefoot, A.C."
"NC3","Lead Mine  Hampton Hills","PIEC","Pinus echinata Mill.","shortleaf pine","Barefoot, A.C.",-78.68,35.82,"https://www.ncdc.noaa.gov/paleo/study/2681","Barefoot, A.C."
"NC8","New Hill Beaver Tree Farm","PIEC","Pinus echinata Mill.","shortleaf pine","Barefoot, A.C.",-78.88,35.65,"https://www.ncdc.noaa.gov/paleo/study/2683","Barefoot, A.C."
"NC7","New Hill Beaver Tree Farm","PIPA","Pinus palustris Mill.","longleaf pine","Barefoot, A.C.",-78.88,35.65,"https://www.ncdc.noaa.gov/paleo/study/2684","Barefoot, A.C."
"NC6","New Hill Beaver Tree Farm","PITA","Pinus taeda L.","loblolly pine","Barefoot, A.C.",-78.88,35.65,"https://www.ncdc.noaa.gov/paleo/study/2685","Barefoot, A.C."
"NC9","Weymouth Woods State Park","PIPA","Pinus palustris Mill.","longleaf pine","Barefoot, A.C.",-79.37,35.15,"https://www.ncdc.noaa.gov/paleo/study/2687","Barefoot, A.C."
"ME033","Acadia National Park Regional","PIST","Pinus strobus L.","eastern white pine","Bartholomay, G.A.",-68.27,44.37,"https://www.ncdc.noaa.gov/paleo/study/2688","Bartholomay, G.A."
"ME034","Acadia National Park Stand 6","PIST","Pinus strobus L.","eastern white pine","Bartholomay, G.A.",-68.28,44.42,"https://www.ncdc.noaa.gov/paleo/study/2689","Bartholomay, G.A."
"ME035","Acadia National Park Stand 8","PIST","Pinus strobus L.","eastern white pine","Bartholomay, G.A.",-68.3,44.33,"https://www.ncdc.noaa.gov/paleo/study/2690","Bartholomay, G.A."
"GERM301","Bayerischer Wald","FASY","Fagus sylvatica L.","European beech","Becker, B.",13,48.75,"https://www.ncdc.noaa.gov/paleo/study/2692","Becker, B."
"GERM14","Bayerischer Wald","PCAB","Picea abies (L.) H. Karst.","Norway spruce","Becker, B.",13,48.75,"https://www.ncdc.noaa.gov/paleo/study/2693","Becker, B."
"GERM4","Bayerischer Wald B","ABAL","Abies alba Mill.","silver fir","Becker, B.",13,48.75,"https://www.ncdc.noaa.gov/paleo/study/2694","Becker, B."
"CZEC","Beskid Mountains","ABAL","Abies alba Mill.","silver fir","Becker, B.",18.33,49.83,"https://www.ncdc.noaa.gov/paleo/study/2695","Becker, B."
"CZEC2","Beskid Mountains","FASY","Fagus sylvatica L.","European beech","Becker, B.",18.33,49.83,"https://www.ncdc.noaa.gov/paleo/study/2696","Becker, B."
"CZEC3","Beskid Mountains","PCAB","Picea abies (L.) H. Karst.","Norway spruce","Becker, B.",18.33,49.83,"https://www.ncdc.noaa.gov/paleo/study/2697","Becker, B."
"GERM1","Ebrach","QUPE","Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.","durmast oak","Becker, B.",10.5,49.78,"https://www.ncdc.noaa.gov/paleo/study/2698","Becker, B."
"ITAL027","Grasstein","ABAL","Abies alba Mill.","silver fir","Becker, B.",11.53,46.78,"https://www.ncdc.noaa.gov/paleo/study/2699","Becker, B."
"ITAL2","Grodnertal","ABAL","Abies alba Mill.","silver fir","Becker, B.",11.5,46.65,"https://www.ncdc.noaa.gov/paleo/study/2700","Becker, B."
"GERM12","Kreuth","ABAL","Abies alba Mill.","silver fir","Becker, B.",11.75,47.63,"https://www.ncdc.noaa.gov/paleo/study/2701","Becker, B."
"GERM11","Kreuth","PCAB","Picea abies (L.) H. Karst.","Norway spruce","Becker, B.",11.75,47.63,"https://www.ncdc.noaa.gov/paleo/study/2702","Becker, B."
"GERM3","Munstertal","ABAL","Abies alba Mill.","silver fir","Becker, B.",7.77,47.82,"https://www.ncdc.noaa.gov/paleo/study/2703","Becker, B."
"GERM017","Oberer Bannwald A","PISY","Pinus sylvestris L.","Scots pine","Becker, B.",9.08,48.57,"https://www.ncdc.noaa.gov/paleo/study/2704","Becker, B."
"GERM018","Oberer Bannwald B","PISY","Pinus sylvestris L.","Scots pine","Becker, B.",9.08,48.57,"https://www.ncdc.noaa.gov/paleo/study/2705","Becker, B."
"ITAL022","Pratomagno-Bibbiena Appenine Mountains","ABSP","Abies spp. Mill.","fir","Becker, B.",11.77,43.67,"https://www.ncdc.noaa.gov/paleo/study/2706","Becker, B."
"GERM15","Rohrbrunn","FASY","Fagus sylvatica L.","European beech","Becker, B.",9.4,49.88,"https://www.ncdc.noaa.gov/paleo/study/2707","Becker, B."
"GERM16","Rothenkirchen","PCAB","Picea abies (L.) H. Karst.","Norway spruce","Becker, B.",10.25,50.25,"https://www.ncdc.noaa.gov/paleo/study/2708","Becker, B."
"CZEC1","Schalderertal","ABAL","Abies alba Mill.","silver fir","Becker, B.",18.33,49.83,"https://www.ncdc.noaa.gov/paleo/study/2709","Becker, B."
"GERM015","Schonegrund","PISY","Pinus sylvestris L.","Scots pine","Becker, B.",9.08,48.57,"https://www.ncdc.noaa.gov/paleo/study/2710","Becker, B."
"GERM016","Schonegrund Mittleres Hinterbuch","PISY","Pinus sylvestris L.","Scots pine","Becker, B.",9.08,48.57,"https://www.ncdc.noaa.gov/paleo/study/2711","Becker, B."
"GERM014","Schonegrund Oberer Bannwald (Tree Means)","PISY","Pinus sylvestris L.","Scots pine","Becker, B.",9.08,48.57,"https://www.ncdc.noaa.gov/paleo/study/2712","Becker, B."
"GERM17","Schussbach","PCAB","Picea abies (L.) H. Karst.","Norway spruce","Becker, B.",10.58,49.48,"https://www.ncdc.noaa.gov/paleo/study/2713","Becker, B."
"ITAL1","Tinnebachtal","ABAL","Abies alba Mill.","silver fir","Becker, B.",11.5,46.65,"https://www.ncdc.noaa.gov/paleo/study/2714","Becker, B."
"GERM18","Villingen","PCAB","Picea abies (L.) H. Karst.","Norway spruce","Becker, B.",8.5,48.02,"https://www.ncdc.noaa.gov/paleo/study/2715","Becker, B."
"POLA300","Sucha Kasprowa","PICE","Pinus cembra L.","Swiss stone pine","Bednarz, Z.",20,49.23,"https://www.ncdc.noaa.gov/paleo/study/2716","Bednarz, Z."
"POLA003","Tatra National Forest","PICE","Pinus cembra L.","Swiss stone pine","Bednarz, Z.",20,49.37,"https://www.ncdc.noaa.gov/paleo/study/2717","Bednarz, Z."
"UT523","Salt Lake Tabernacle basement timbers","PSME","Pseudotsuga menziesii (Mirb.) Franco","Douglas-fir","Bekker, M.F.",-111.9,40.8,"https://www.ncdc.noaa.gov/paleo/study/2718","Bekker, M.F.; Heath, D.M.; Collier, M.W."
"MO009","Jefferson County Missouri","JUVI","Juniperus virginiana L.","eastern red-cedar","Bell, R.",-90.42,38.25,"https://www.ncdc.noaa.gov/paleo/study/2719","Bell, R.; Magre, F.; Senter, D."
